Candidate name,Date,City,State,Primary Purpose,Host organization,Notes
Vivek Ramaswamy,12/19/2023,Algona,Iowa,Rally,,
Vivek Ramaswamy,12/19/2023,Forest City,Iowa,Rally,,
Vivek Ramaswamy,12/19/2023,Fort Dodge,Iowa,Rally,,
Vivek Ramaswamy,12/19/2023,Garner,Iowa,Rally,,
Vivek Ramaswamy,12/19/2023,Humboldt,Iowa,Rally,,
Vivek Ramaswamy,12/19/2023,Mason City,Iowa,Rally,,
Vivek Ramaswamy,12/19/2023,Webster City,Iowa,Rally,,
Chris Christie,12/20/2023,Barrington,New Hampshire,Town Hall,,
Chris Christie,12/20/2023,Exeter,New Hampshire,Q&A,,
Chris Christie,12/20/2023,Portsmouth,New Hampshire,Town Hall,Tell It Like It Is PAC,
Chris Christie,12/20/2023,Rochester,New Hampshire,Speech,,Addiction policy
Nikki Haley,12/20/2023,Burlington,Iowa,Town Hall,,
Nikki Haley,12/20/2023,Davenport,Iowa,Town Hall,Women for Nikki,
Ron DeSantis,12/20/2023,Ames,Iowa,Meet and Greet,,
Ron DeSantis,12/20/2023,Clinton,Iowa,Meet and Greet,,
Ron DeSantis,12/20/2023,Dubuque,Iowa,Meet and Greet,,
Ron DeSantis,12/20/2023,Urbandale,Iowa,Meet and Greet,Westside Conservative Club,with Chip Roy
Vivek Ramaswamy,12/20/2023,Allison,Iowa,Town Hall,,
Vivek Ramaswamy,12/20/2023,Grundy Center,Iowa,Town Hall,,
Vivek Ramaswamy,12/20/2023,Hampton,Iowa,Town Hall,,
Vivek Ramaswamy,12/20/2023,Iowa Falls,Iowa,Town Hall,,
Vivek Ramaswamy,12/20/2023,Marshalltown,Iowa,Town Hall,,
Vivek Ramaswamy,12/20/2023,Waterloo,Iowa,Town Hall,,
Chris Christie,12/21/2023,Portsmouth,New Hampshire,Meet and Greet,,
Nikki Haley,12/21/2023,Anamosa,Iowa,Town Hall,,
Ron DeSantis,12/21/2023,Ainsworth,Iowa,Meet and Greet,,with Kevin Stitt
Ron DeSantis,12/21/2023,Coralville,Iowa,Meet and Greet,,with Kevin Stitt
Vivek Ramaswamy,12/21/2023,Columbus Junction,Iowa,Town Hall,,
Vivek Ramaswamy,12/21/2023,Davenport,Iowa,Rally,,
Vivek Ramaswamy,12/21/2023,Fairfield,Iowa,Town Hall,,
Vivek Ramaswamy,12/21/2023,Keota,Iowa,Town Hall,,
Vivek Ramaswamy,12/21/2023,Mount Pleasant,Iowa,Town Hall,,
Vivek Ramaswamy,12/21/2023,Pella,Iowa,Town Hall,,
Vivek Ramaswamy,12/21/2023,Walcott,Iowa,Town Hall,,
Vivek Ramaswamy,12/21/2023,Washington,Iowa,Town Hall,Washington County GOP,
Vivek Ramaswamy,12/22/2023,Bedford,Iowa,Town Hall,,
Vivek Ramaswamy,12/22/2023,Clarinda,Iowa,Town Hall,,
Vivek Ramaswamy,12/22/2023,Corning,Iowa,Town Hall,,
Vivek Ramaswamy,12/22/2023,Creston,Iowa,Town Hall,,
Vivek Ramaswamy,12/22/2023,Hamburg,Iowa,Town Hall,,
Vivek Ramaswamy,12/22/2023,Leon,Iowa,Town Hall,,
Vivek Ramaswamy,12/22/2023,Mount Ayr,Iowa,Town Hall,,
Vivek Ramaswamy,12/22/2023,Red Oak,Iowa,Town Hall,,
Vivek Ramaswamy,12/22/2023,Winterset,Iowa,Town Hall,,
Vivek Ramaswamy,12/23/2023,Cresco,Iowa,Town Hall,,
Vivek Ramaswamy,12/23/2023,Decorah,Iowa,Town Hall,,
Vivek Ramaswamy,12/23/2023,Fayette,Iowa,Town Hall,,
Vivek Ramaswamy,12/23/2023,Independence,Iowa,Town Hall,,
Vivek Ramaswamy,12/23/2023,New Hampton,Iowa,Town Hall,,
Vivek Ramaswamy,12/23/2023,Toledo,Iowa,Town Hall,,
Vivek Ramaswamy,12/23/2023,Vinton,Iowa,Town Hall,,
Vivek Ramaswamy,12/23/2023,Waverly,Iowa,Town Hall,,
Nikki Haley,12/27/2023,Berlin,New Hampshire,Town Hall,,
Vivek Ramaswamy,12/27/2023,Holstein,Iowa,Town Hall,,
Vivek Ramaswamy,12/27/2023,Le Mars,Iowa,Town Hall,,
Vivek Ramaswamy,12/27/2023,Mapleton,Iowa,Town Hall,,
Vivek Ramaswamy,12/27/2023,Marcus,Iowa,Town Hall,,
Vivek Ramaswamy,12/27/2023,Orange City,Iowa,Town Hall,,
Vivek Ramaswamy,12/27/2023,Rock Rapids,Iowa,Town Hall,,
Vivek Ramaswamy,12/27/2023,Sheldon,Iowa,Town Hall,,
Vivek Ramaswamy,12/27/2023,Sibley,Iowa,Town Hall,,
Chris Christie,12/28/2023,Epping,New Hampshire,Town Hall,,
Nikki Haley,12/28/2023,Conway,New Hampshire,Town Hall,,
Nikki Haley,12/28/2023,Lebanon,New Hampshire,Town Hall,,
Nikki Haley,12/28/2023,Plymouth,New Hampshire,Town Hall,,
Ron DeSantis,12/28/2023,Ankeny,Iowa,campaign event,,
Ron DeSantis,12/28/2023,Marion,Iowa,Speech,,
Vivek Ramaswamy,12/28/2023,Atlantic,Iowa,Town Hall,,
Vivek Ramaswamy,12/28/2023,Audubon,Iowa,Town Hall,,
Vivek Ramaswamy,12/28/2023,Council Bluffs,Iowa,Town Hall,,
Vivek Ramaswamy,12/28/2023,Greenfield,Iowa,Town Hall,,
Vivek Ramaswamy,12/28/2023,Harlan,Iowa,Town Hall,,
Vivek Ramaswamy,12/28/2023,Jefferson,Iowa,Town Hall,,
Vivek Ramaswamy,12/28/2023,Missouri Valley,Iowa,Town Hall,,
Vivek Ramaswamy,12/28/2023,Rockwell City,Iowa,Town Hall,,
Vivek Ramaswamy,12/28/2023,Stuart,Iowa,Town Hall,,
Nikki Haley,12/29/2023,Cedar Falls,Iowa,Town Hall,,
Nikki Haley,12/29/2023,Dubuque,Iowa,Town Hall,,
Ron DeSantis,12/29/2023,Davenport,Iowa,Meet and Greet,,
Ron DeSantis,12/29/2023,Elkader,Iowa,Meet and Greet,,with Kim Reynolds
Vivek Ramaswamy,12/29/2023,Albia,Iowa,Town Hall,,
Vivek Ramaswamy,12/29/2023,Bloomfield,Iowa,Town Hall,,
Vivek Ramaswamy,12/29/2023,Centerville,Iowa,Town Hall,,
Vivek Ramaswamy,12/29/2023,Chariton,Iowa,Town Hall,,
Vivek Ramaswamy,12/29/2023,Corydon,Iowa,Town Hall,,
Vivek Ramaswamy,12/29/2023,Des Moines,Iowa,Prayer event,,
Vivek Ramaswamy,12/29/2023,Farmington,Iowa,Town Hall,,
Vivek Ramaswamy,12/29/2023,Fort Madison,Iowa,Town Hall,,
Vivek Ramaswamy,12/29/2023,Indianola,Iowa,Town Hall,,
Nikki Haley,12/30/2023,Cedar Rapids,Iowa,Town Hall,,
Nikki Haley,12/30/2023,Coralville,Iowa,Tailgate,Lady Hawkeyes,
Nikki Haley,12/30/2023,Iowa City,Iowa,Town Hall,,
Vivek Ramaswamy,12/30/2023,Algona,Iowa,Town Hall,,
Vivek Ramaswamy,12/30/2023,Allison,Iowa,Town Hall,,
Vivek Ramaswamy,12/30/2023,Charles City,Iowa,Town Hall,,
Vivek Ramaswamy,12/30/2023,Grundy Center,Iowa,Town Hall,,
Vivek Ramaswamy,12/30/2023,Hampton,Iowa,Town Hall,,
Vivek Ramaswamy,12/30/2023,Humboldt,Iowa,Town Hall,,
Vivek Ramaswamy,12/30/2023,Northwood,Iowa,Town Hall,,
Vivek Ramaswamy,12/30/2023,Osage,Iowa,Town Hall,,
Ron DeSantis,12/31/2023,West Des Moines,Iowa,"Local event (e.g., Iowa State Fair)",Never Back Down,New Years Eve party
Nikki Haley,1/2/2024,Rye,New Hampshire,Town Hall,,
Ron DeSantis,1/2/2024,,Iowa,Town Hall,KEYC News Now,
Vivek Ramaswamy,1/2/2024,Bettendorf,Iowa,Rally,,
Vivek Ramaswamy,1/2/2024,Clinton,Iowa,Town Hall,,
Vivek Ramaswamy,1/2/2024,Dubuque,Iowa,Town Hall,,
Vivek Ramaswamy,1/2/2024,Guttenberg,Iowa,Town Hall,,
Vivek Ramaswamy,1/2/2024,Maquoketa,Iowa,Town Hall,,
Vivek Ramaswamy,1/2/2024,Waukon,Iowa,Town Hall,,
Asa Hutchinson,1/3/2024,Des Moines,Iowa,Meet and Greet,,
Asa Hutchinson,1/3/2024,Des Moines,Iowa,Press/Interview,Julie Mason Show,
Nikki Haley,1/3/2024,Kingston,New Hampshire,Town Hall,,
Nikki Haley,1/3/2024,Londonderry,New Hampshire,Town Hall,,
Nikki Haley,1/3/2024,Milford,New Hampshire,Town Hall,,
Nikki Haley,1/3/2024,Portsmouth,New Hampshire,Town Hall,,
Ron DeSantis,1/3/2024,Council Bluffs,Iowa,,,
Ron DeSantis,1/3/2024,Des Moines,Iowa,,,
Ron DeSantis,1/3/2024,Sioux Center,Iowa,Countdown to Caucus tour,,
Ron DeSantis,1/3/2024,Sioux City,Iowa,Countdown to Caucus Tour,,
Ron DeSantis,1/3/2024,Waukee,Iowa,Countdown to Caucus Tour,,
Vivek Ramaswamy,1/3/2024,Des Moines,Iowa,Town Hall,,
Vivek Ramaswamy,1/3/2024,Logan,Iowa,Town Hall,,
Vivek Ramaswamy,1/3/2024,Marshalltown,Iowa,Town Hall,,
Vivek Ramaswamy,1/3/2024,Newton,Iowa,Town Hall,,
Vivek Ramaswamy,1/3/2024,Treynor,Iowa,Town Hall,,
Asa Hutchinson,1/4/2024,Sioux City,Iowa,Meet and Greet,,
Chris Christie,1/4/2024,Hollis,New Hampshire,Town Hall,,
Vivek Ramaswamy,1/4/2024,Mason City,Iowa,Town Hall,,
Vivek Ramaswamy,1/4/2024,Perry,Iowa,Rally,,
Vivek Ramaswamy,1/4/2024,Toledo,Iowa,Town Hall,,
Vivek Ramaswamy,1/4/2024,Vinton,Iowa,Town Hall,,
Vivek Ramaswamy,1/4/2024,Waterloo,Iowa,Rally,,
Vivek Ramaswamy,1/4/2024,Waverly,Iowa,Town Hall,,
Asa Hutchinson,1/5/2024,Muscatine,Iowa,Meet and Greet,,
Chris Christie,1/5/2024,Amherst,New Hampshire,Meet and Greet,,
Chris Christie,1/5/2024,Keene,New Hampshire,Town Hall,,
Chris Christie,1/5/2024,Keene,New Hampshire,Town Hall,,
Donald Trump,1/5/2024,Mason City,Iowa,Rally,,
Donald Trump,1/5/2024,Sioux Center,Iowa,Rally,,
Nikki Haley,1/5/2024,Des Moines,Iowa,Town Hall,Des Moines Rotary Club,
Nikki Haley,1/5/2024,Des Moines,Iowa,Town Hall,Run GenZ,with Chris Sununu
Ron DeSantis,1/5/2024,Cedar Falls,Iowa,Countdown to Caucus Tour,,
Ron DeSantis,1/5/2024,Cumming,Iowa,Town Hall,,with Chip Roy
Ron DeSantis,1/5/2024,Decorah,Iowa,Countdown to Caucus Tour,,
Vivek Ramaswamy,1/5/2024,Ames,Iowa,Rally,,
Vivek Ramaswamy,1/5/2024,De Witt,Iowa,Town Hall,,
Vivek Ramaswamy,1/5/2024,Dubuque,Iowa,Rally,,
Vivek Ramaswamy,1/5/2024,Maquoketa,Iowa,Town Hall,,
Vivek Ramaswamy,1/5/2024,Monticello,Iowa,Town Hall,,
Vivek Ramaswamy,1/5/2024,Muscatine,Iowa,Town Hall,,
Asa Hutchinson,1/6/2024,Waterloo,Iowa,Meet and Greet,,
Donald Trump,1/6/2024,Clinton,Iowa,Rally,,
Donald Trump,1/6/2024,Newton,Iowa,Rally,,
Nikki Haley,1/6/2024,Bettendorf,Iowa,countdown to caucus,,
Nikki Haley,1/6/2024,Indianola,Iowa,countdown to caucus,,
Nikki Haley,1/6/2024,North Liberty,Iowa,countdown to caucus,,
Ron DeSantis,1/6/2024,Ankeny,Iowa,Countdown to Caucus Tour,,
Ron DeSantis,1/6/2024,Cedar Rapids,Iowa,campaign stop,,Drop by at local business
Ron DeSantis,1/6/2024,Davenport,Iowa,Countdown to Caucus Tour,,
Ron DeSantis,1/6/2024,Dubuque,Iowa,Countdown to Caucus Tour,,
Vivek Ramaswamy,1/6/2024,Cedar Rapids,Iowa,Town Hall,,
Vivek Ramaswamy,1/6/2024,Clarence,Iowa,Town Hall,,
Vivek Ramaswamy,1/6/2024,Davenport,Iowa,Rally,,
Vivek Ramaswamy,1/6/2024,Marengo,Iowa,Town Hall,,
Vivek Ramaswamy,1/6/2024,Washington,Iowa,Town Hall,,
Asa Hutchinson,1/7/2024,Waukee,Iowa,Meet and Greet,,
Ron DeSantis,1/7/2024,Grimes,Iowa,Meet and Greet,,with Chip Roy and Thomas Massie
Vivek Ramaswamy,1/7/2024,Decorah,Iowa,Town Hall,,
Vivek Ramaswamy,1/7/2024,Independence,Iowa,Town Hall,,
Vivek Ramaswamy,1/7/2024,Manchester,Iowa,Town Hall,,
Vivek Ramaswamy,1/7/2024,Waterloo,Iowa,Rally,,
Vivek Ramaswamy,1/7/2024,West Union,Iowa,Town Hall,,
Asa Hutchinson,1/8/2024,Council Bluffs,Iowa,Meet and Greet,,
Asa Hutchinson,1/8/2024,Omaha,Nebraska,Press/Interview,KFAB,
Nikki Haley,1/8/2024,Des Moines,Iowa,Town Hall,Fox News,
Ron DeSantis,1/8/2024,,Iowa,,,not sure where he was. Just have this https://x.com/wrmcduff/status/1744512378060874099?s=20
Vivek Ramaswamy,1/8/2024,Indianola,Iowa,Rally,,
Vivek Ramaswamy,1/8/2024,Le Mars,Iowa,Meet and Greet,,
Vivek Ramaswamy,1/8/2024,Orange City,Iowa,Town Hall,,
Vivek Ramaswamy,1/8/2024,Primghar,Iowa,Town Hall,,
Vivek Ramaswamy,1/8/2024,Sioux City,Iowa,Rally,,
Asa Hutchinson,1/9/2024,Ottumwa,Iowa,Meet and Greet,,
Chris Christie,1/9/2024,Rochester,New Hampshire,Town Hall,,
Nikki Haley,1/9/2024,Waukee,Iowa,Town Hall,,countdown to caucus
Ron DeSantis,1/9/2024,Des Moines,Iowa,Town Hall,Fox News,
Vivek Ramaswamy,1/9/2024,Oskaloosa,Iowa,Town Hall,,
Vivek Ramaswamy,1/9/2024,Ottumwa,Iowa,Town Hall,,
Vivek Ramaswamy,1/9/2024,Pella,Iowa,Rally,,
Vivek Ramaswamy,1/9/2024,West Des Moines,Iowa,Town Hall,,
Asa Hutchinson,1/10/2024,Davenport,Iowa,Meet and Greet,,
Asa Hutchinson,1/10/2024,Dubuque,Iowa,Town Hall,,
Chris Christie,1/10/2024,Exeter,New Hampshire,Meet and Greet,,
Chris Christie,1/10/2024,Windham,New Hampshire,Town Hall,,
Donald Trump,1/10/2024,Des Moines,Iowa,Town Hall,Fox News,
Nikki Haley,1/10/2024,Des Moines,Iowa,Debate,CNN,
Ron DeSantis,1/10/2024,Des Moines,Iowa,Speech,Assoc. Contractors of America,
Ron DeSantis,1/10/2024,Des Moines,Iowa,Debate,CNN,
Vivek Ramaswamy,1/10/2024,Des Moines,Iowa,Rally,Free Soil,
Vivek Ramaswamy,1/10/2024,Des Moines,Iowa,Press/Interview,"Tim Pool, Candace Owens",
Vivek Ramaswamy,1/10/2024,Indianola,Iowa,Town Hall,,
Vivek Ramaswamy,1/10/2024,Marshalltown,Iowa,Town Hall,,
Vivek Ramaswamy,1/10/2024,Waukee,Iowa,Rally,,
Vivek Ramaswamy,1/10/2024,Winterset,Iowa,Town Hall,,
Asa Hutchinson,1/11/2024,Altoona,Iowa,Speech,Iowa Renewable Fuels Association Summit,
Asa Hutchinson,1/11/2024,Decorah,Iowa,Meet and Greet,,
Chris Christie,1/11/2024,Salem,New Hampshire,Town Hall,,
Nikki Haley,1/11/2024,Altoona,Iowa,Speech,Iowa Renewable Fuels Association Summit,
Nikki Haley,1/11/2024,Ankeny,Iowa,countdown to caucus,,
Nikki Haley,1/11/2024,Cedar Rapids,Iowa,countdown to caucus,,
Ron DeSantis,1/11/2024,Altoona,Iowa,Speech,Iowa Renewable Fuels Association Summit,
Ron DeSantis,1/11/2024,Ames,Iowa,Countdown to Caucus Tour,,
Ron DeSantis,1/11/2024,Clive,Iowa,Countdown to Caucus Tour,,
Ron DeSantis,1/11/2024,Le Mars,Iowa,Countdown to Caucus Tour,,
Ron DeSantis,1/11/2024,Rock Rapids,Iowa,Countdown to Caucus Tour,,
Vivek Ramaswamy,1/11/2024,Cedar Rapids,Iowa,Rally,,with Candace Owens
Vivek Ramaswamy,1/11/2024,Clive,Iowa,Meet and Greet,,
Vivek Ramaswamy,1/11/2024,Davenport,Iowa,Rally,,with Candace Owens
Vivek Ramaswamy,1/11/2024,Dubuque,Iowa,Rally,,with Candace Owens
Vivek Ramaswamy,1/11/2024,Grundy Center,Iowa,Town Hall,,
Vivek Ramaswamy,1/11/2024,Maquoketa,Iowa,Town Hall,,with Candace Owens
Asa Hutchinson,1/12/2024,Cedar Rapids,Iowa,,,
Asa Hutchinson,1/12/2024,Iowa City,Iowa,Meet and Greet,,
Asa Hutchinson,1/12/2024,Leon,Iowa,Rodeo,,
Ron DeSantis,1/12/2024,Ankeny,Iowa,,Northside Conservatives,with Kim Reyholds
Vivek Ramaswamy,1/12/2024,Council Bluffs,Iowa,Rally,,
Vivek Ramaswamy,1/12/2024,Fort Dodge,Iowa,Town Hall,,
Vivek Ramaswamy,1/12/2024,Hubbard,Iowa,Rally,,
Vivek Ramaswamy,1/12/2024,West Des Moines,Iowa,Town Hall,Indo-American PAC,
Asa Hutchinson,1/13/2024,Ankeny,Iowa,Basketball Game,Faith Baptist Bible College,
Asa Hutchinson,1/13/2024,Clear Lake,Iowa,Meet and Greet,,
Asa Hutchinson,1/13/2024,Des Moines,Iowa,Meet and Greet,,
Nikki Haley,1/13/2024,Cedar Falls,Iowa,countdown to caucus,,
Nikki Haley,1/13/2024,Donahue,Iowa,countdown to caucus,,
Ron DeSantis,1/13/2024,Davenport,Iowa,,,
Ron DeSantis,1/13/2024,West Des Moines,Iowa,Speech,Never Back Down,
Vivek Ramaswamy,1/13/2024,Cherokee,Iowa,Town Hall,,
Vivek Ramaswamy,1/13/2024,Okoboji,Iowa,Town Hall,,
Vivek Ramaswamy,1/13/2024,Orange City,Iowa,Rally,,
Vivek Ramaswamy,1/13/2024,Rock Rapids,Iowa,Town Hall,,
Vivek Ramaswamy,1/13/2024,Sioux City,Iowa,Rally,,
Vivek Ramaswamy,1/13/2024,Spencer,Iowa,Town Hall,,
Vivek Ramaswamy,1/13/2024,Storm Lake,Iowa,Town Hall,,
Asa Hutchinson,1/14/2024,Ames,Iowa,Meet and Greet,,
Asa Hutchinson,1/14/2024,Waukee,Iowa,Bowling?,,
Donald Trump,1/14/2024,Indianola,Iowa,Rally,,
Nikki Haley,1/14/2024,Adel,Iowa,Speech,,
Nikki Haley,1/14/2024,Ames,Iowa,Speech,,
Ron DeSantis,1/14/2024,Ankeny,Iowa,Speech,,
Ron DeSantis,1/14/2024,Dubuque,Iowa,Town Hall,Never Back Down PAC,"with Chip Roy, Kim Reynolds, Bob Vander Plaats"
Ron DeSantis,1/14/2024,West Des Moines,Iowa,Church,,
Vivek Ramaswamy,1/14/2024,Ames,Iowa,Rally,,
Vivek Ramaswamy,1/14/2024,Ankeny,Iowa,Rally,,
Vivek Ramaswamy,1/14/2024,Coralville,Iowa,Rally,,
Vivek Ramaswamy,1/14/2024,Davenport,Iowa,Rally,,
Vivek Ramaswamy,1/14/2024,Dubuque,Iowa,Rally,,
Ron DeSantis,1/15/2024,Cedar Rapids,Iowa,Rally,,
Ron DeSantis,1/15/2024,Council Bluffs,Iowa,Rally,,
Ron DeSantis,1/15/2024,Sergeant Bluff,Iowa,Rally,,
Ron DeSantis,1/15/2024,West Des Moines,Iowa,Rally,,
Vivek Ramaswamy,1/15/2024,Cedar Rapids,Iowa,Rally,,
Vivek Ramaswamy,1/15/2024,Des Moines,Iowa,Press/Interview,,
Vivek Ramaswamy,1/15/2024,Des Moines,Iowa,Rally,,
Vivek Ramaswamy,1/15/2024,Urbandale,Iowa,Speech,,
Vivek Ramaswamy,1/15/2024,Waterloo,Iowa,Rally,,
Donald Trump,1/16/2024,Atkinson,New Hampshire,Speech,,
Nikki Haley,1/16/2024,Bretton Woods,New Hampshire,Rally,,with Chris Sununu
Ron DeSantis,1/16/2024,Claremont,New Hampshire,Town Hall,Never Back Down PAC,
Ron DeSantis,1/16/2024,Columbia,South Carolina,Press/Interview,,Press conference
Ron DeSantis,1/16/2024,Greenville,South Carolina,Meet and Greet,,
Ron DeSantis,1/16/2024,Henniker,New Hampshire,Town Hall,CNN,
Donald Trump,1/17/2024,Portsmouth,New Hampshire,Speech,,
Nikki Haley,1/17/2024,Rochester,New Hampshire,Rally,,with Chris Sununu
Nikki Haley,1/17/2024,Rochester,New Hampshire,Business visit,Hope on Haven Hill,
Ron DeSantis,1/17/2024,Derry,New Hampshire,Town Hall,,
Ron DeSantis,1/17/2024,Hampton,New Hampshire,,,
Ron DeSantis,1/17/2024,Jackson,New Hampshire,Town Hall,Never Back Down PAC,
Nikki Haley,1/18/2024,Henniker,New Hampshire,Town Hall,CNN,
Nikki Haley,1/18/2024,Hollis,New Hampshire,Meet and Greet,,with Chris Sununu
Nikki Haley,1/18/2024,Hooksett,New Hampshire,Meet and Greet,,with Chris Sununu
Nikki Haley,1/18/2024,Manchester,New Hampshire,Meet and Greet,,"with Chris Sununu, closed press"
Donald Trump,1/19/2024,Concord,New Hampshire,Speech,,
Nikki Haley,1/19/2024,Amherst,New Hampshire,,,with Chris Sununu
Nikki Haley,1/19/2024,Hampton,New Hampshire,,,with Chris Sununu
Nikki Haley,1/19/2024,Manchester,New Hampshire,Rally,,with Chris Sununu
Nikki Haley,1/19/2024,Milford,New Hampshire,,,with Chris Sununu
Nikki Haley,1/19/2024,Newfields,New Hampshire,,,with Chris Sununu
Ron DeSantis,1/19/2024,Dover,New Hampshire,Town Hall,Never Back Down PAC,
Donald Trump,1/20/2024,Manchester,New Hampshire,Rally,,
Nikki Haley,1/20/2024,Keene,New Hampshire,Meet and Greet,,with Mayor Hansel
Nikki Haley,1/20/2024,Nashua,New Hampshire,Rally,,
Nikki Haley,1/20/2024,Peterborough,New Hampshire,Town Hall,,
Nikki Haley,1/20/2024,Rindge,New Hampshire,Speech,Franklin Pierce University,
Donald Trump,1/21/2024,Rochester,New Hampshire,Speech,,
Nikki Haley,1/21/2024,Derry,New Hampshire,Rally,,
Nikki Haley,1/21/2024,Exeter,New Hampshire,Rally,,
Donald Trump,1/22/2024,Laconia,New Hampshire,Rally,,
Nikki Haley,1/22/2024,Concord,New Hampshire,Meet and Greet,,"advertised on NH GOP website, but I don't think they're sponsoring the event"
Nikki Haley,1/22/2024,Franklin,New Hampshire,Meet and Greet,,with Commissioner Merrifield
Nikki Haley,1/22/2024,Manchester,New Hampshire,Meet and Greet,,"advertised on NH GOP website, but I don't think they're sponsoring the event"
Nikki Haley,1/22/2024,Salem,New Hampshire,Rally,,
Nikki Haley,1/22/2024,Windham,New Hampshire,Meet and Greet,,"advertised on NH GOP website, but I don't think they're sponsoring the event"
Donald Trump,1/23/2024,Londonderry,New Hampshire,Meet and Greet,at polling precinct,
Donald Trump,1/23/2024,Nashua,New Hampshire,election night,,
Nikki Haley,1/23/2024,Hampton,New Hampshire,Meet and Greet,at polling precinct,
Nikki Haley,1/24/2024,North Charleston,South Carolina,Rally,,
Donald Trump,1/27/2024,Las Vegas,Nevada,Rally,,
Nikki Haley,1/27/2024,Mauldin,South Carolina,Rally,,
Nikki Haley,1/28/2024,Conway,South Carolina,Rally,,
Nikki Haley,1/29/2024,New York,New York,Fundraiser,,
Nikki Haley,1/30/2024,New York,New York,Fundraiser,,at 2pm
Nikki Haley,1/30/2024,New York,New York,Fundraiser,,at 5:30pm
Nikki Haley,1/30/2024,New York,New York,Fundraiser,,at 12pm
Nikki Haley,1/31/2024,Miami,Florida,Fundraiser,,
Nikki Haley,1/31/2024,Palm Beach,Florida,Fundraiser,,
Nikki Haley,1/31/2024,South Beach,Florida,Fundraiser,,
Nikki Haley,2/1/2024,Columbia,South Carolina,Meet and Greet,,
Nikki Haley,2/1/2024,Hilton Head Island,South Carolina,Meet and Greet,,
Nikki Haley,2/2/2024,Lancaster,South Carolina,Rally,,
Nikki Haley,2/4/2024,Charleston,South Carolina,Rally,,on Daniel Island
Nikki Haley,2/5/2024,Aiken,South Carolina,Rally,,
Nikki Haley,2/5/2024,Charleston,South Carolina,Press/Interview,Post & Courier,
Nikki Haley,2/5/2024,Spartanburg,South Carolina,Rally,,
Nikki Haley,2/6/2024,Atherton,California,Fundraiser,,
Nikki Haley,2/6/2024,San Francisco,California,Fundraiser,,
Nikki Haley,2/7/2024,Costa Mesa,California,Town Hall,,
Nikki Haley,2/7/2024,Los Angeles,California,Fundraiser,,
Nikki Haley,2/7/2024,Los Angeles,California,Rally,,
Nikki Haley,2/7/2024,Orange County,California,Fundraiser,,
Donald Trump,2/8/2024,Las Vegas,Nevada,election watch party,,
Donald Trump,2/9/2024,Harrisburg,Pennsylvania,Speech,Great American Outdoor Show,
Donald Trump,2/10/2024,Conway,South Carolina,Rally,,
Nikki Haley,2/10/2024,Clemson,South Carolina,Rally,,
Nikki Haley,2/10/2024,Greenwood,South Carolina,Rally,,with Ralph Norman
Nikki Haley,2/10/2024,Lexington,South Carolina,Rally,,with Ralph Norman
Nikki Haley,2/10/2024,Newberry,South Carolina,Rally,,
Nikki Haley,2/11/2024,Orangeburg,South Carolina,Rally,,
Nikki Haley,2/12/2024,Columbia,South Carolina,Fundraiser,,
Nikki Haley,2/12/2024,Elgin,South Carolina,Bus tour,,
Nikki Haley,2/12/2024,Laurens,South Carolina,Rally,,
Nikki Haley,2/12/2024,Richland,South Carolina,Bus tour,,
Nikki Haley,2/13/2024,Bamberg,South Carolina,Bus tour,,
Nikki Haley,2/13/2024,Bluffton,South Carolina,Bus tour,,
Nikki Haley,2/13/2024,Charleston,South Carolina,Fundraiser,,
Nikki Haley,2/13/2024,Summerville,South Carolina,Bus tour,Dorchester County GOP,
Donald Trump,2/14/2024,North Charleston,South Carolina,Rally,,
Nikki Haley,2/15/2024,Dallas,Texas,Fundraiser,,
Nikki Haley,2/15/2024,Dallas,Texas,Rally,,
Nikki Haley,2/15/2024,Houston,Texas,Fundraiser,,
Nikki Haley,2/16/2024,San Antonio,Texas,Fundraiser,,
Nikki Haley,2/16/2024,San Antonio,Texas,Meet and Greet,,
Donald Trump,2/17/2024,Waterford Township,Michigan,Rally,,
Donald Trump,2/17/2024,Waterford Township,Michigan,Rally,,
Nikki Haley,2/17/2024,Irmo,South Carolina,Bus tour,,
Nikki Haley,2/17/2024,John's Island,South Carolina,Bus tour,,
Nikki Haley,2/17/2024,Sun City,South Carolina,Bus tour,,
Nikki Haley,2/18/2024,Rock Hill,South Carolina,Rally,,with Ralph Norman
Nikki Haley,2/19/2024,Greenville,South Carolina,Fundraiser,,
Nikki Haley,2/19/2024,Sumter,South Carolina,Rally,Haley Campaign,Part of her bus tour
Nikki Haley,2/19/2024,Camden,South Carolina,Rally,Haley Campaign,Part of her bus tour
Nikki Haley,2/19/2024,Greer,South Carolina,Rally,The Haley Campaign,Part of her bus tour
Nikki Haley,2/20/2024,Greenville,South Carolina,Speech,Haley Campaign,
Nikki Haley,2/20/2024,Clemson,South Carolina,Rally,Haley Campaign,
Nikki Haley,2/21/2024,North Augusta,South Carolina,Bus Tour,Nikki Haley Campaign,
Nikki Haley,2/21/2024,Beaufort,South Carolina,Rally,Nikki Haley Campaign,
Donald Trump,2/22/2024,Nashville,Tennessee,Speech,National Religious Broadcasters Association,
Nikki Haley,2/22/2024,Georgetown,South Carolina,Bus tour,,
Nikki Haley,2/22/2024,Myrtle Beach,South Carolina,Bus tour,,
Donald Trump,2/23/2024,Rock Hill,South Carolina,Rally,,
